Sequence	Candidate for	Resistance_to	Reference	MGS_DANOIS	isPhage	MGS_SIZE	superkingdom	phylum	class	order	family	genus	species	COG/NOG/KOG_v3	Functional category_v3	Annotation_eggNOG_v3
MC3.MG11.AS1.GP1.C15405.G2	aac6	aminoglycosides	AAC6_Ia_AAA98298_1	465	-	1400	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. CAG:465	NOG82535	General function prediction only 	Acetyltransferase
MC3.MG11.AS1.GP1.C39498.G22	aac6	aminoglycosides	AAC6_Iaf_BAH66386_1	-	-	-	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. CAG:245	NOG318018		
MC3.MG112.AS1.GP1.C22117.G2	aac6	aminoglycosides	AAC6_Iaf_BAH66386_1	186	proph	2424	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter smithii ATCC 35061	NOG82535	General function prediction only 	Acetyltransferase
MC3.MG113.AS1.GP1.C17835.G21	aac6	aminoglycosides	AAC6_Iad_BAD12078_1	-	-	-								proNOG26435	Transcription 	Aminoglycoside 6'-N-acetyltransferase
MC3.MG113.AS1.GP1.C18571.G1	aac6	aminoglycosides	AAC6_IV_CAG26810_1	-	-	-	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Peptoclostridium	Peptoclostridium difficile	COG0456	General function prediction only 	Acetyltransferases
MC3.MG114.AS1.GP1.C15145.G8	aac6	aminoglycosides	AAC6_Iad_BAD12078_1	-	-	-	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus sp. CAG:177	firmNOG07213	General function prediction only 	Acetyltransferase (GT) family
MC3.MG114.AS1.GP1.C19112.G2	aac6	aminoglycosides	AAC6_Iaf_BAH66386_1	3700	-	-								NOG318018		
MC3.MG114.AS1.GP1.C29303.G7	aac6	aminoglycosides	AAC6_AEA07977_1	1786	proph	-								firmNOG08062	Transcription 	Gcn5-Related N-acetyltransferase
MC3.MG115.AS1.GP1.C50880.G57	aac6	aminoglycosides	AAC6_Iy_AAF03531_1	-	-	-	Bacteria	Tenericutes	Mollicutes	Acholeplasmatales	Acholeplasmataceae	Acholeplasma	Acholeplasma sp. CAG:878	firmNOG07213	General function prediction only 	Acetyltransferase (GT) family
MC3.MG115.AS1.GP1.C776.G1	aac6	aminoglycosides	AAC6_Ic_AAA26549_1	500	-	1902	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae			NOG70183	General function prediction only 	Gcn5-Related N-acetyltransferase
MC3.MG115.AS1.GP1.C8726.G9	aac6	aminoglycosides	AAC6_SOM_ACT97673_1	-	-	-								COG0454	Transcription , General function prediction only 	Histone acetyltransferase HPA2 and related acetyltransferases
MC3.MG119.AS1.GP1.C1820.G2	aac6	aminoglycosides	AAC6_Iae_BAD14386_1	371	-	2061								firmNOG08594	General function prediction only 	Acetyltransferase
MC3.MG12.AS1.GP1.C1138.G2	aac6	aminoglycosides	AAC6_SOM_ACT97683_1	228	-	3206								firmNOG08576	Cell wall/membrane/envelope biogenesis 	Acetyltransferase
MC3.MG12.AS1.GP1.C22770.G9	aac6	aminoglycosides	AAC6_Iai_ACI28880_1	-	-	-								creNOG01979	Transcription 	Gcn5-Related N-acetyltransferase
MC3.MG12.AS1.GP1.C40758.G2	aac6	aminoglycosides	AAC6_Ia_AAA98298_1	-	-	-								euNOG03207	General function prediction only 	N-Acetyltransferase
MC3.MG12.AS1.GP1.C5298.G1	aac6	aminoglycosides	AAC6_Ibcr_ABC17627_1	544	-	2131	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Mitsuokella	Mitsuokella multacida DSM 20544	firmNOG06018	General function prediction only 	Ribosomal-Protein-Alanine acetyltransferase
MC3.MG12.AS1.GP1.C5965.G1	aac6	aminoglycosides	AAC6_Ii_AAB63533_1	-	-	-	Bacteria	Firmicutes						COG0456	General function prediction only 	Acetyltransferases
MC3.MG12.AS1.GP1.C71315.G5	aac6	aminoglycosides	AAC6_Iz_AAD52985_1	510	-	3044	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. CAG:510	COG1247	Cell wall/membrane/envelope biogenesis 	Sortase and related acyltransferases
MC3.MG12.AS1.GP1.C73346.G6	aac6	aminoglycosides	AAC6_Ibcr_ABC17627_1	574	-	1533								NOG82535	General function prediction only 	Acetyltransferase
MC3.MG12.AS1.GP1.C89653.G2	aac6	aminoglycosides	AAC6_SOM_ACT97683_1	580	-	-								firmNOG07213	General function prediction only 	Acetyltransferase (GT) family
MC3.MG120.AS1.GP1.C24410.G4	aac6	aminoglycosides	AAC6_IV_CAG26810_1	291	-	2909								proNOG20294	Translation, ribosomal structure and biogenesis 	Acetyltransferase
MC3.MG120.AS1.GP1.C5027.G2	aac6	aminoglycosides	AAC6_It_AAD03492_1	384	-	2460								COG1247	Cell wall/membrane/envelope biogenesis 	Sortase and related acyltransferases
MC3.MG121.AS1.GP1.C16869.G5	aac6	aminoglycosides	AAC6_AEA07977_1	-	proph	-								firmNOG08062	Transcription 	Gcn5-Related N-acetyltransferase
MC3.MG122.AS1.GP1.C47047.G7	aac6	aminoglycosides	AAC6_Ii_AAB63533_1	411	-	2860	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. CAG:411	COG1247	Cell wall/membrane/envelope biogenesis 	Sortase and related acyltransferases
MC3.MG123.AS1.GP1.C14234.G2	aac6	aminoglycosides	AAC6_IIc_AAD46626_1	-	-	-								NOG236526	Function unknown 	
MC3.MG123.AS1.GP1.C25670.G1	aac6	aminoglycosides	AAC6_IIb_AAA25680_1	-	-	-								proNOG26068	Translation, ribosomal structure and biogenesis 	Acetyltransferase
MC3.MG125.AS1.GP1.C7330.G3	aac6	aminoglycosides	AAC6_Iad_BAD12078_1	-	-	-								proNOG26435	Transcription 	Aminoglycoside 6'-N-acetyltransferase
MC3.MG128.AS1.GP1.C16977.G2	aac6	aminoglycosides	AAC6_Iai_ACI28880_1	47	-	4319	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp. 3_2_5	eurNOG02574	Transcription 	Gcn5-Related N-acetyltransferase
MC3.MG129.AS1.GP1.C6649.G3	aac6	aminoglycosides	AOKan8_ACS83744_1	-	-	-	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium ventriosum	NOG82535	General function prediction only 	Acetyltransferase
MC3.MG13.AS1.GP1.C12003.G1	aac6	aminoglycosides	AAC6_It_AAD03492_1	-	-	-								firmNOG08062	Transcription 	Gcn5-Related N-acetyltransferase
MC3.MG131.AS1.GP1.C37591.G2	aac6	aminoglycosides	AAC6_Iy_AAF03531_1	-	proph	-								NOG134365	General function prediction only 	Acetyltransferase
MC3.MG132.AS1.GP1.C11019.G2	aac6	aminoglycosides	AAC6_IIb_AAA25680_1	-	proph	-								firmNOG06572	Translation, ribosomal structure and biogenesis 	Resistance to gentamicin, tobramycin, and kanamycin. Tobramycin and kanamycin resistance is due to the ACC activity, specified by N-terminal region, and the gentamicin resistance is due to the APH activity encoded by the C-terminal region of the protein
MC3.MG133.AS1.GP1.C2526.G3	aac6	aminoglycosides	AAC6_Iad_BAD12078_1	387	-	3522	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Mitsuokella		COG1247	Cell wall/membrane/envelope biogenesis 	Sortase and related acyltransferases
MC3.MG136.AS1.GP1.C48100.G2	aac6	aminoglycosides	AAC6_Iad_BAD12078_1	-	-	-	Bacteria	Firmicutes						proNOG26435	Transcription 	Aminoglycoside 6'-N-acetyltransferase
MC3.MG138.AS1.GP1.C18458.G2	aac6	aminoglycosides	AAC6_It_AAD03492_1	85	-	2680								firmNOG08576	Cell wall/membrane/envelope biogenesis 	Acetyltransferase
MC3.MG138.AS1.GP1.C43377.G2	aac6	aminoglycosides	AAC6_Iad_BAD12078_1	612	-	2479								firmNOG07294	Transcription 	Acetyltransferase
MC3.MG138.AS1.GP1.C63394.G2	aac6	aminoglycosides	AAC6_It_AAD03492_1	612	-	2479								NOG82535	General function prediction only 	Acetyltransferase
MC3.MG14.AS1.GP1.C31160.G2	aac6	aminoglycosides	AAC6_Ia_AAA98298_1	76	-	2378	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium sp. CAG:76	COG1247	Cell wall/membrane/envelope biogenesis 	Sortase and related acyltransferases
MC3.MG140.AS1.GP1.C1089.G4	aac6	aminoglycosides	AAC6_Ibcr_ABC17627_1	-	-	-								COG0454	Transcription , General function prediction only 	Histone acetyltransferase HPA2 and related acetyltransferases
MC3.MG140.AS1.GP1.C21609.G1	aac6	aminoglycosides	AAC6_Ia_AAA98298_1	-	-	-								euNOG15415	General function prediction only 	N-Acetyltransferase
MC3.MG140.AS1.GP1.C38360.G5	aac6	aminoglycosides	AAC6_Iad_BAD12078_1	-	-	-								firmNOG07213	General function prediction only 	Acetyltransferase (GT) family
MC3.MG143.AS1.GP1.C7138.G7	aac6	aminoglycosides	AAC6_Iz_AAD52985_1	138	-	2160								firmNOG08594	General function prediction only 	Acetyltransferase
MC3.MG145.AS1.GP1.C32659.G1	aac6	aminoglycosides	AAC6_Iad_BAD12078_1	-	-	-	Bacteria	Firmicutes	Clostridia					proNOG26435	Transcription 	Aminoglycoside 6'-N-acetyltransferase
MC3.MG148.AS1.GP1.C6414.G2	aac6	aminoglycosides	AAC6_SOM_ACT97673_1	-	-	-								firmNOG08576	Cell wall/membrane/envelope biogenesis 	Acetyltransferase
MC3.MG149.AS1.GP1.C14117.G1	aac6	aminoglycosides	AAC6_SOM_ACT97683_1	9	-	2825	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia wexlerae	NOG82535	General function prediction only 	Acetyltransferase
MC3.MG15.AS1.GP1.C13329.G2	aac6	aminoglycosides	AAC6_Iad_BAD12078_1	91	-	1371	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. CAG:91	COG1247	Cell wall/membrane/envelope biogenesis 	Sortase and related acyltransferases
MC3.MG153.AS1.GP1.C20142.G1	aac6	aminoglycosides	AAC6_Im_AAK63041_1	-	proph	-	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Peptoclostridium	Peptoclostridium difficile	firmNOG06572	Translation, ribosomal structure and biogenesis 	Resistance to gentamicin, tobramycin, and kanamycin. Tobramycin and kanamycin resistance is due to the ACC activity, specified by N-terminal region, and the gentamicin resistance is due to the APH activity encoded by the C-terminal region of the protein
MC3.MG165.AS1.GP1.C22238.G3	aac6	aminoglycosides	AAC6_Ibcr_ABC17627_1	-	-	-	Bacteria	Firmicutes	Clostridia					COG1670	Translation, ribosomal structure and biogenesis 	Acetyltransferases, including N-acetylases of ribosomal proteins
MC3.MG169.AS1.GP1.C31659.G2	aac6	aminoglycosides	AAC6_If_CAA39038_1	816	-	1476								firmNOG08576	Cell wall/membrane/envelope biogenesis 	Acetyltransferase
MC3.MG17.AS1.GP1.C15384.G3	aac6	aminoglycosides	AOKan8_ACS83744_1	-	-	-								NOG82535	General function prediction only 	Acetyltransferase
MC3.MG172.AS1.GP1.C24613.G3	aac6	aminoglycosides	AAC6_IIc_AAD46626_1	117	-	1696	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	uncultured Faecalibacterium sp.	firmNOG07463	Translation, ribosomal structure and biogenesis 	Acetyltransferase
MC3.MG173.AS1.GP1.C16613.G3	aac6	aminoglycosides	AAC6_Ibcr_ABC17627_1	-	-	-								firmNOG06572	Translation, ribosomal structure and biogenesis 	Resistance to gentamicin, tobramycin, and kanamycin. Tobramycin and kanamycin resistance is due to the ACC activity, specified by N-terminal region, and the gentamicin resistance is due to the APH activity encoded by the C-terminal region of the protein
MC3.MG173.AS1.GP1.C31402.G4	aac6	aminoglycosides	AAC6_SOM_ACT97673_1	-	-	-								firmNOG07870	Transcription 	Acetyltransferase
MC3.MG174.AS1.GP1.C47466.G6	aac6	aminoglycosides	AAC6_AAN41429_1	-	-	-								NOG82535	General function prediction only 	Acetyltransferase
MC3.MG179.AS1.GP1.C34217.G7	aac6	aminoglycosides	AAC6_If_CAA39038_1	199	-	1492								COG1247	Cell wall/membrane/envelope biogenesis 	Sortase and related acyltransferases
MC3.MG179.AS1.GP1.C35272.G2	aac6	aminoglycosides	AAC6_AAN41429_1	615	-	2271								firmNOG07213	General function prediction only 	Acetyltransferase (GT) family
MC3.MG181.AS1.GP1.C28412.G14	aac6	aminoglycosides	AAC6_Iaf_BAH66386_1	221	-	2672	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. CAG:221	COG1247	Cell wall/membrane/envelope biogenesis 	Sortase and related acyltransferases
MC3.MG185.AS1.GP1.C7217.G3	aac6	aminoglycosides	AAC6_SOM_ACT97673_1	-	-	-										
MC3.MG193.AS1.GP1.C55047.G9	aac6	aminoglycosides	AAC6_SOM_ACT97673_1	-	-	-								COG0454	Transcription , General function prediction only 	Histone acetyltransferase HPA2 and related acetyltransferases
MC3.MG195.AS1.GP1.C11645.G2	aac6	aminoglycosides	AAC6_Iad_BAD12078_1	242	-	3078	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. CAG:242	proNOG26435	Transcription 	Aminoglycoside 6'-N-acetyltransferase
MC3.MG195.AS1.GP1.C11937.G14	aac6	aminoglycosides	AAC6_Ik_AAA87229_1	424	-	3362	Bacteria	Firmicutes						NOG82535	General function prediction only 	Acetyltransferase
MC3.MG195.AS1.GP1.C17429.G19	aac6	aminoglycosides	AAC6_Is_AAD03491_1	424	-	3362	Bacteria	Firmicutes						firmNOG08594	General function prediction only 	Acetyltransferase
MC3.MG195.AS1.GP1.C20183.G2	aac6	aminoglycosides	AAC6_SOM_ACT97673_1	-	-	-	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	Clostridium bolteae	firmNOG08594	General function prediction only 	Acetyltransferase
MC3.MG195.AS1.GP1.C32449.G1	aac6	aminoglycosides	AAC_6_33_ACT99625_1	707	-	-								NOG134365	General function prediction only 	Acetyltransferase
MC3.MG195.AS1.GP1.C33279.G1	aac6	aminoglycosides	AAC_6_33_ACT99625_1	707	-	-								fuNOG09559	General function prediction only 	Acetyltransferase
MC3.MG195.AS1.GP1.C36895.G2	aac6	aminoglycosides	AAC6_Ij_AAC41392_1	3309	-	-								fuNOG09559	General function prediction only 	Acetyltransferase
MC3.MG195.AS1.GP1.C8906.G2	aac6	aminoglycosides	AAC6_Ii_AAB63533_1	216	-	3870	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Coprobacillus	Coprobacillus sp. D6	COG0454	Transcription , General function prediction only 	Histone acetyltransferase HPA2 and related acetyltransferases
MC3.MG196.AS1.GP1.C38169.G1	aac6	aminoglycosides	AAC6_AAN41429_1	282	-	2906								firmNOG08576	Cell wall/membrane/envelope biogenesis 	Acetyltransferase
MC3.MG197.AS1.GP1.C52307.G1	aac6	aminoglycosides	AAC6_Iw_AAD03495_1	24	-	2488	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	uncultured Ruminococcus sp.	NOG82535	General function prediction only 	Acetyltransferase
MC3.MG197.AS1.GP1.C5404.G1	aac6	aminoglycosides	AAC_6_33_ACT99625_1	1119	-	-								NOG83126	General function prediction only 	Gcn5-Related N-acetyltransferase
MC3.MG2.AS1.GP1.C18992.G2	aac6	aminoglycosides	AAC6_Iad_BAD12078_1	581	-	2187	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium sp. CAG:581	firmNOG13793	Cell wall/membrane/envelope biogenesis 	Acetyltransferase
MC3.MG2.AS1.GP1.C23061.G27	aac6	aminoglycosides	AAC6_SOM_ACT97673_1	4128	-	-	Bacteria	Firmicutes	Clostridia					firmNOG07213	General function prediction only 	Acetyltransferase (GT) family
MC3.MG201.AS1.GP1.C9128.G1	aac6	aminoglycosides	AAC6_Ic_AAA26549_1	-	-	-	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus		COG1247	Cell wall/membrane/envelope biogenesis 	Sortase and related acyltransferases
MC3.MG202.AS1.GP1.C9371.G2	aac6	aminoglycosides	AAC_6_33_ACT99625_1	-	-	-								proNOG08312	Transcription 	Marr family protein
MC3.MG203.AS1.GP1.C41300.G1	aac6	aminoglycosides	AAC_6_33_ACT99625_1	-	proph	-								fuNOG06437	General function prediction only 	N-Acetyltransferase
MC3.MG203.AS1.GP1.C41600.G3	aac6	aminoglycosides	AAC6_SOM_ACT97673_1	270	-	1134	Bacteria	Firmicutes						COG1247	Cell wall/membrane/envelope biogenesis 	Sortase and related acyltransferases
MC3.MG203.AS1.GP1.C55298.G2	aac6	aminoglycosides	AAC6_1_SERMAR_AAX16006_1	90	-	1770	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus sp. SR1/5	firmNOG08576	Cell wall/membrane/envelope biogenesis 	Acetyltransferase
MC3.MG205.AS1.GP1.C24081.G1	aac6	aminoglycosides	AAC6_Iad_BAD12078_1	-	-	-	Bacteria	Firmicutes	Clostridia	Clostridiales				proNOG26435	Transcription 	Aminoglycoside 6'-N-acetyltransferase
MC3.MG207.AS1.GP1.C42927.G2	aac6	aminoglycosides	AAC6_Iz_AAD52985_1	-	-	-								NOG70183	General function prediction only 	Gcn5-Related N-acetyltransferase
MC3.MG207.AS1.GP1.C6475.G25	aac6	aminoglycosides	AAC6_Iad_BAD12078_1	-	-	-	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium sp. CAG:841	proNOG26435	Transcription 	Aminoglycoside 6'-N-acetyltransferase
MC3.MG208.AS1.GP1.C18511.G3	aac6	aminoglycosides	AOKan8_ACS83744_1	183	-	3490	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Coprobacillus	Coprobacillus sp. 8_2_54BFAA	NOG134365	General function prediction only 	Acetyltransferase
MC3.MG210.AS1.GP1.C639.G2	aac6	aminoglycosides	AAC6_Iw_AAD03495_1	-	-	-								firmNOG07870	Transcription 	Acetyltransferase
MC3.MG212.AS1.GP1.C42714.G5	aac6	aminoglycosides	AAC6_Iad_BAD12078_1	-	-	-								proNOG26435	Transcription 	Aminoglycoside 6'-N-acetyltransferase
MC3.MG216.AS1.GP1.C10428.G1	aac6	aminoglycosides	AAC6_IIc_AAD46626_1	54	-	3108								firmNOG08116	Transcription 	Acetyltransferase
MC3.MG216.AS1.GP1.C23216.G3	aac6	aminoglycosides	AAC6_Iad_BAD12078_1	-	-	-	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium longum	firmNOG07213	General function prediction only 	Acetyltransferase (GT) family
MC3.MG218.AS1.GP1.C57126.G13	aac6	aminoglycosides	AAC6_Iy_AAF03531_1	-	-	-								firmNOG07213	General function prediction only 	Acetyltransferase (GT) family
MC3.MG221.AS1.GP1.C13925.G1	aac6	aminoglycosides	AAC6_Ii_AAB63533_1	494	proph	1857								COG0454	Transcription , General function prediction only 	Histone acetyltransferase HPA2 and related acetyltransferases
MC3.MG221.AS1.GP1.C1658.G1	aac6	aminoglycosides	AAC6_SOM_ACT97673_1	185	-	1900								proNOG26435	Transcription 	Aminoglycoside 6'-N-acetyltransferase
MC3.MG221.AS1.GP1.C47001.G2	aac6	aminoglycosides	AAC6_Ii_AAB63533_1	161	-	2285	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium sp. CAG:161	COG1247	Cell wall/membrane/envelope biogenesis 	Sortase and related acyltransferases
MC3.MG221.AS1.GP1.C53851.G2	aac6	aminoglycosides	AAC6_Ia_AAA98298_1	-	-	-								NOG140636	General function prediction only 	Acetyltransferase
MC3.MG223.AS1.GP1.C36937.G3	aac6	aminoglycosides	AAC6_Ibcr_ABC17627_1	-	proph	-	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus salivarius	firmNOG07870	Transcription 	Acetyltransferase
MC3.MG224.AS1.GP1.C61008.G10	aac6	aminoglycosides	AAC6_It_AAD03492_1	156	-	2291	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium sp. CAG:156	firmNOG08576	Cell wall/membrane/envelope biogenesis 	Acetyltransferase
MC3.MG224.AS1.GP1.C68248.G1	aac6	aminoglycosides	AAC6_SOM_ACT97683_1	-	-	-								proNOG26435	Transcription 	Aminoglycoside 6'-N-acetyltransferase
MC3.MG227.AS1.GP1.C1355.G1	aac6	aminoglycosides	AAC6_Iad_BAD12078_1	-	-	-	Bacteria	Firmicutes	Clostridia	Clostridiales				proNOG26435	Transcription 	Aminoglycoside 6'-N-acetyltransferase
MC3.MG227.AS1.GP1.C2406.G2	aac6	aminoglycosides	AAC6_Iad_BAD12078_1	145	-	2438	Bacteria	Firmicutes						NOG87366	General function prediction only 	Gcn5-Related N-acetyltransferase
MC3.MG229.AS1.GP1.C15873.G17	aac6	aminoglycosides	AAC6_Iad_BAD12078_1	634	-	3221	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Klebsiella	Klebsiella variicola CAG:634	proNOG19178	Cell wall/membrane/envelope biogenesis 	N-Acetyltransferase
MC3.MG229.AS1.GP1.C19859.G5	aac6	aminoglycosides	AAC6_Iz_AAD52985_1	634	-	3221	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Klebsiella	Klebsiella sp. 1_1_55	proNOG27734	Transcription 	Gcn5-Related N-acetyltransferase
MC3.MG229.AS1.GP1.C3473.G14	aac6	aminoglycosides	AAC6_Im_AAK63041_1	-	proph	-	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Klebsiella	Klebsiella variicola CAG:634	euNOG13068	General function prediction only 	N-Acetyltransferase
MC3.MG23.AS1.GP1.C3260.G1	aac6	aminoglycosides	AAC6_Iz_AAD52985_1	1117	-	1974								firmNOG08576	Cell wall/membrane/envelope biogenesis 	Acetyltransferase
MC3.MG231.AS1.GP1.C10137.G9	aac6	aminoglycosides	AAC6_Ibcr_ABC17627_1	-	-	-								firmNOG07213	General function prediction only 	Acetyltransferase (GT) family
MC3.MG232.AS1.GP1.C19886.G1	aac6	aminoglycosides	AAC6_IV_CAG26810_1	630	-	2277	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus salivarius	firmNOG08576	Cell wall/membrane/envelope biogenesis 	Acetyltransferase
MC3.MG232.AS1.GP1.C28123.G2	aac6	aminoglycosides	AAC6_Iw_AAD03495_1	600	-	1368								firmNOG07213	General function prediction only 	Acetyltransferase (GT) family
MC3.MG232.AS1.GP1.C33574.G4	aac6	aminoglycosides	AAC6_SOM_ACT97683_1	630	-	2277	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus salivarius	firmNOG06501	Translation, ribosomal structure and biogenesis 	Ribosomal-Protein
MC3.MG235.AS1.GP1.C13803.G1	aac6	aminoglycosides	AAC6_Iae_BAD14386_1	-	-	-	Bacteria	Firmicutes						firmNOG05825	General function prediction only 	Acetyltransferase
MC3.MG235.AS1.GP1.C42347.G1	aac6	aminoglycosides	AAC6_It_AAD03492_1	41	-	2912	Bacteria	Firmicutes						firmNOG08576	Cell wall/membrane/envelope biogenesis 	Acetyltransferase
MC3.MG236.AS1.GP1.C18734.G3	aac6	aminoglycosides	AAC6_Ibcr_ABC17627_1	731	proph	5141								NOG82535	General function prediction only 	Acetyltransferase
MC3.MG237.AS1.GP1.C18928.G8	aac6	aminoglycosides	AAC6_Ia_AAA98298_1	-	-	-								firmNOG07267	Transcription 	Acetyltransferase, GT family
MC3.MG240.AS1.GP1.C10841.G1	aac6	aminoglycosides	AAC6_SOM_ACT97673_1	37	-	2417	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia sp. CAG:37	firmNOG07213	General function prediction only 	Acetyltransferase (GT) family
MC3.MG240.AS1.GP1.C27959.G2	aac6	aminoglycosides	AAC6_Is_AAD03491_1	99	-	2622								firmNOG08576	Cell wall/membrane/envelope biogenesis 	Acetyltransferase
MC3.MG240.AS1.GP1.C56182.G2	aac6	aminoglycosides	AAC6_Ic_AAA26549_1	328	-	1379								COG1247	Cell wall/membrane/envelope biogenesis 	Sortase and related acyltransferases
MC3.MG242.AS1.GP1.C58410.G2	aac6	aminoglycosides	AAC6_Iz_AAD52985_1	2181	-	-	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus obeum ATCC 29174	NOG82535	General function prediction only 	Acetyltransferase
MC3.MG245.AS1.GP1.C60707.G20	aac6	aminoglycosides	AAC6_IIb_AAA25680_1	-	-	-								COG1670	Translation, ribosomal structure and biogenesis 	Acetyltransferases, including N-acetylases of ribosomal proteins
MC3.MG245.AS1.GP1.C61154.G12	aac6	aminoglycosides	AAC6_Iu_AAD03493_1	-	-	-	Bacteria	Firmicutes	Clostridia					COG1247	Cell wall/membrane/envelope biogenesis 	Sortase and related acyltransferases
MC3.MG248.AS1.GP1.C18401.G2	aac6	aminoglycosides	AAC6_SOM_ACT97673_1	-	-	-								proNOG26435	Transcription 	Aminoglycoside 6'-N-acetyltransferase
MC3.MG248.AS1.GP1.C3683.G1	aac6	aminoglycosides	AAC6_Iad_BAD12078_1	238	-	2413	Bacteria	Firmicutes						COG0454	Transcription , General function prediction only 	Histone acetyltransferase HPA2 and related acetyltransferases
